ESDCode,ESDName,DistrictCode,DistrictName,AddressLine1,AddressLine2,City,State,Zipcode,AdministratorName,Phone,Email,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Congressional District",Congress,"State Legislative District House Name","State Legislative District House Number","State Legislative District House OCD id","State Legislative District House Proportion","State Legislative District Senate Name","State Legislative District Senate Number","State Legislative District Senate OCD id","State Legislative District Senate Proportion"
32801,"Educational Service District 101",38126,"LaCrosse School District","111 Hill Avenue",,LACROSSE,Washington,99143,"Doug  Curtis",(509)549-3591,dcurtis@lacrossesd.k12.wa.us,46.815018,-117.874325,1,rooftop,111,"N Hill Ave",,,Lacrosse,WA,"Whitman County",99143,US,"Statewide WA",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
04801,"North Central Educational Service District 171",04129,"Lake Chelan School District","PO BOX 369",,CHELAN,Washington,98816-0369,"Brad  Wilson",(509)682-3515,wilsonb@chelanschools.org,47.876985,-120.07775,0.5,place,369,"PO Box",,,Chelan,WA,"Chelan County",98816,US,"TIGER/Line® dataset from the US Census Bureau",WA8,118th,"Legislative District 12",12,ocd-division/country:us/state:wa/sldl:12,0.986,"Legislative District 12",12,ocd-division/country:us/state:wa/sldu:12,0.986
34801,"Capital Region ESD 113",14097,"Lake Quinault School District","PO BOX 38",,"AMANDA PARK",Washington,98526-0038,"Keith  Samplawski",(360)288-2260,ksamplawski@lakequinaultschools.org,47.485913,-123.920555,0.5,place,38,"PO Box",,,"Amanda Park",WA,"Grays Harbor County",98526,US,"TIGER/Line® dataset from the US Census Bureau",WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
29801,"Northwest Educational Service District 189",31004,"Lake Stevens School District","12309 22ND ST NE",,"LAKE STEVENS",Washington,98258,"Mary  Templeton",(425)335-1505,mary_templeton@lkstevens.wednet.edu,48.017556,-122.064259,1,rooftop,12309,"22nd St NE",,,"Lake Stevens",WA,"Snohomish County",98258,US,"Snohomish County",WA1,118th,"Legislative District 39",39,ocd-division/country:us/state:wa/sldl:39,1,"Legislative District 39",39,ocd-division/country:us/state:wa/sldu:39,1
17801,"Puget Sound Educational Service District 121",17414,"Lake Washington School District","PO BOX 97039",,REDMOND,Washington,98073-9739,"Jonathon  Holmen",(425)936-6600,joholmen@lwsd.org,47.678756,-122.121034,0.5,place,97039,"PO Box",,,Redmond,WA,"King County",98073,US,"TIGER/Line® dataset from the US Census Bureau",WA1,118th,"Legislative District 48",48,ocd-division/country:us/state:wa/sldl:48,1,"Legislative District 48",48,ocd-division/country:us/state:wa/sldu:48,1
29801,"Northwest Educational Service District 189",31306,"Lakewood School District","PO BOX 220",,"NORTH LAKEWOOD",Washington,98259-0220,"Erin  Murphy",(360)652-4500,emurphy@lwsd.wednet.edu,47.978985,-122.202079,0.2,place,220,"PO Box",,,"North Lakewood",WA,"Snohomish County",98259,US,"TIGER/Line® dataset from the US Census Bureau",WA2,118th,"Legislative District 38",38,ocd-division/country:us/state:wa/sldl:38,1,"Legislative District 38",38,ocd-division/country:us/state:wa/sldu:38,1
32801,"Educational Service District 101",38264,"Lamont School District","602 MAIN ST",,LAMONT,Washington,99017-8769,"Shannon  Hughes",(509)257-2463,shughes@lamont.wednet.edu,47.203597,-117.900712,1,rooftop,602,"Main St",,,Lamont,WA,"Whitman County",99017,US,"Statewide WA",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
32801,"Educational Service District 101",32362,"Liberty School District","29818 S NORTH PINE CREEK RD",,SPANGLE,Washington,99031-9797,"Jerrad  Jeske",(509)624-4415,jjeske@libertysd.us,47.382136,-117.321043,1,rooftop,29818,"S North Pine Creek Rd",,,Spangle,WA,"Spokane County",99031,US,"Spokane (Spokane County CC BY-NC-SA 4.0)",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
32801,"Educational Service District 101",01158,"Lind School District","PO BOX 340",,Lind,Washington,99341-0340,"Donald  Vanderholm",(509)677-3481,dvanderholm@lrschools.org,46.904229,-118.690546,0.5,place,340,"PO Box",,,Lind,WA,"Adams County",99341,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
06801,"Educational Service District 112",08122,"Longview School District","2715 LILAC ST",,LONGVIEW,Washington,98632-3596,"Karen Lynn Cloninger",(360)575-7016,kcloninger@longview.k12.wa.us,46.141618,-122.955601,1,rooftop,2715,"Lilac St",,,Longview,WA,"Cowlitz County",98632,US,Cowlitz,WA3,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,1,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,1
32801,"Educational Service District 101",33183,"Loon Lake School District","4001 MAPLE ST",,"LOON LAKE",Washington,99148-9761,"Bradley  Van Dyne",(509)233-2212,bvandyne@loonlakeschool.org,48.064997,-117.631433,1,rooftop,4001,"Maple St",,,"Loon Lake",WA,"Stevens County",99148,US,Stevens,WA5,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
29801,"Northwest Educational Service District 189",28144,"Lopez School District","86 SCHOOL RD",,"LOPEZ ISLAND",Washington,98261-8000,"Edward R  Murray",(360)468-2202,emurray@lopezislandschool.org,48.492042,-122.897293,1,rooftop,86,"School Rd",,,"Lopez Island",WA,"San Juan County",98261,US,"San Juan",WA2,118th,"Legislative District 40",40,ocd-division/country:us/state:wa/sldl:40,1,"Legislative District 40",40,ocd-division/country:us/state:wa/sldu:40,1
32911,"Spokane Public Schools Charter Authorizer",32903,"Lumen Public School","718 W Riverside",,Spokane,Washington,99201,"Shauna  Edwards",(509)570-3921,sedwards@lumenhighschool.org,47.65819,-117.422905,1,rooftop,718,"W Riverside Ave",,,Spokane,WA,"Spokane County",99201,US,"City of Spokane (City of Spokane)",WA5,118th,"Legislative District 3",3,ocd-division/country:us/state:wa/sldl:3,1,"Legislative District 3",3,ocd-division/country:us/state:wa/sldu:3,1
OSPI,"Office of Superintendent of Public Instruction",37903,"Lummi Tribal Agency","2334 Lummi View Drive",,Bellingham,Washington,98226,"Lexie  Tom",(360)758-4300,Lexie.Tom@lummi-k12.org,48.728571,-122.654294,1,rooftop,2334,"Lummi View Dr",,,Bellingham,WA,"Whatcom County",98226,US,"City of Bellingham",WA2,118th,"Legislative District 42",42,ocd-division/country:us/state:wa/sldl:42,1,"Legislative District 42",42,ocd-division/country:us/state:wa/sldu:42,1
06801,"Educational Service District 112",20406,"Lyle School District","PO BOX 368",,LYLE,Washington,98635-0009,"Ann  Varkados",(509)365-2191,ann.varkados@lyleschools.org,45.68716,-121.24963,0.5,place,368,"PO Box",,,Lyle,WA,"Klickitat County",98635,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 14",14,ocd-division/country:us/state:wa/sldl:14,1,"Legislative District 14",14,ocd-division/country:us/state:wa/sldu:14,1
29801,"Northwest Educational Service District 189",37504,"Lynden School District","516 MAIN ST",,LYNDEN,Washington,98264-9514,"David   VanderYacht",(360)354-4443,vanderyachtd@lynden.wednet.edu,48.946775,-122.455982,1,rooftop,516,"Main St",,,Lynden,WA,"Whatcom County",98264,US,"City of Bellingham",WA2,118th,"Legislative District 42",42,ocd-division/country:us/state:wa/sldl:42,1,"Legislative District 42",42,ocd-division/country:us/state:wa/sldu:42,1
39801,"Educational Service District 105",39120,"Mabton School District","PO BOX 37",,MABTON,Washington,98935-0037,"Joseph Richard Castilleja",(509)894-4852,castillejaj@msd120.org,46.165237,-120.050377,0.5,place,37,"PO Box",,,Mabton,WA,"Yakima County",98935,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 15",15,ocd-division/country:us/state:wa/sldl:15,0.04,"Legislative District 15",15,ocd-division/country:us/state:wa/sldu:15,0.04
04801,"North Central Educational Service District 171",09207,"Mansfield School District","PO BOX 188",,MANSFIELD,Washington,98830-0188,"Bruce  Todd",(509)683-1012,btodd@mansfield.wednet.edu,47.847735,-119.525987,0.5,place,188,"PO Box",,,Mansfield,WA,"Douglas County",98830,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
04801,"North Central Educational Service District 171",04019,"Manson School District","PO BOX A",,MANSON,Washington,98831-9668,"Tabatha  Mires",(509)687-3140,tmires@manson.org,47.88486,-120.15841,1,place,,,,,Manson,WA,"Chelan County",98831,US,"TIGER/Line® dataset from the US Census Bureau",WA8,118th,"Legislative District 12",12,ocd-division/country:us/state:wa/sldl:12,1,"Legislative District 12",12,ocd-division/country:us/state:wa/sldu:12,1
34801,"Capital Region ESD 113",23311,"Mary M Knight School District","2987 W MATLOCK BRADY RD",,ELMA,Washington,98541-9713,"Matthew  Mallery",(360)426-6767,mmallery@mmk.wednet.edu,47.19934,-123.432433,1,rooftop,2987,"W Matlock Brady Rd",,,Elma,WA,"Mason County",98541,US,Mason,WA6,118th,"Legislative District 35",35,ocd-division/country:us/state:wa/sldl:35,1,"Legislative District 35",35,ocd-division/country:us/state:wa/sldu:35,1
32801,"Educational Service District 101",33207,"Mary Walker School District","500 N 4TH","P.O. Box 159",SPRINGDALE,Washington,99173-0159,"Todd  Spear",(509)258-4702,tspear@marywalker.org,48.059849,-117.746027,0.8,rooftop,500,"N 4th St",,,Springdale,WA,"Stevens County",99173,US,Stevens,WA5,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
29801,"Northwest Educational Service District 189",31025,"Marysville School District","4220 80TH ST NE",,MARYSVILLE,Washington,98270-3498,"Zachary  Robbins",(360)965-0001,zac_robbins@msd25.org,48.067881,-122.173364,1,rooftop,4220,"80th St NE",,,Marysville,WA,"Snohomish County",98270,US,"Snohomish County",WA1,118th,"Legislative District 38",38,ocd-division/country:us/state:wa/sldl:38,1,"Legislative District 38",38,ocd-division/country:us/state:wa/sldu:38,1
34801,"Capital Region ESD 113",14065,"McCleary School District","611 S MAIN ST",,MCCLEARY,Washington,98557-9524,"Susan  Zetty",(360)495-3204,szetty@mccleary.wednet.edu,47.048378,-123.265626,1,rooftop,611,"S Main St",,,McCleary,WA,"Grays Harbor County",98557,US,"Grays Harbor",WA6,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,1,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,1
32801,"Educational Service District 101",32354,"Mead School District","2323 E Farwell Rd",,MEAD,Washington,99021-9690,"Travis  Hanson",(509)465-6014,travis.hanson@mead354.org,47.773277,-117.37573,1,rooftop,2323,"E Farwell Rd",,,Mead,WA,"Spokane County",99021,US,"Spokane (Spokane County CC BY-NC-SA 4.0)",WA5,118th,"Legislative District 6",6,ocd-division/country:us/state:wa/sldl:6,1,"Legislative District 6",6,ocd-division/country:us/state:wa/sldu:6,1
32801,"Educational Service District 101",32326,"Medical Lake School District","PO BOX 128",,"MEDICAL LAKE",Washington,99022-0128,"Kimberly  Headrick",(509)565-3100,kheadrick@mlsd.org,47.615007,-117.703977,0.5,place,128,"PO Box",,,"Medical Lake",WA,"Spokane County",99022,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 6",6,ocd-division/country:us/state:wa/sldl:6,0.815,"Legislative District 6",6,ocd-division/country:us/state:wa/sldu:6,0.815
17801,"Puget Sound Educational Service District 121",17400,"Mercer Island School District","4160 86TH AVE SE",,"MERCER ISLAND",Washington,98040-4196,"Fred  Rundle",(206)236-5636,fred.rundle@mercerislandschools.org,47.571351,-122.223473,1,rooftop,4160,"86th Ave SE",,,"Mercer Island",WA,"King County",98040,US,King,WA9,118th,"Legislative District 41",41,ocd-division/country:us/state:wa/sldl:41,1,"Legislative District 41",41,ocd-division/country:us/state:wa/sldu:41,1
29801,"Northwest Educational Service District 189",37505,"Meridian School District","214 W LAUREL RD",,BELLINGHAM,Washington,98226-9623,"James  E Everett",(360)398-7111,jeverett@meridian.wednet.edu,48.855374,-122.492253,1,rooftop,214,"W Laurel Rd",,,Bellingham,WA,"Whatcom County",98226,US,"City of Bellingham",WA2,118th,"Legislative District 42",42,ocd-division/country:us/state:wa/sldl:42,1,"Legislative District 42",42,ocd-division/country:us/state:wa/sldu:42,1
04801,"North Central Educational Service District 171",24350,"Methow Valley School District","18 TWIN LAKES RD",,WINTHROP,Washington,98862-9713,"Tom  Venable",(509)996-9205,tvenable@methow.org,48.460817,-120.185115,0.95,range_interpolation,18,"Twin Lks",,,Winthrop,WA,"Okanogan County",98862,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
06801,"Educational Service District 112",30031,"Mill A School District","1142 JESSUP RD",,COOK,Washington,98605-9120,"Bob  Rogers",(509)538-2700,brogers@millaschool.org,45.757327,-121.648951,1,rooftop,1142,"Jessup Rd",,,Bingen,WA,"Skamania County",98605,US,Skamania,WA3,118th,"Legislative District 17",17,ocd-division/country:us/state:wa/sldl:17,1,"Legislative District 17",17,ocd-division/country:us/state:wa/sldu:17,1
29801,"Northwest Educational Service District 189",31103,"Monroe School District","14692 179th Ave SE",,Monroe,Washington,98272,"Marci  Larsen",(360)804-2500,larsenm@monroe.wednet.edu,47.864192,-121.991463,1,rooftop,14692,"179th Ave SE",,,Monroe,WA,"Snohomish County",98272,US,"Snohomish County",WA1,118th,"Legislative District 12",12,ocd-division/country:us/state:wa/sldl:12,1,"Legislative District 12",12,ocd-division/country:us/state:wa/sldu:12,1
34801,"Capital Region ESD 113",14066,"Montesano School District","502 E. Spruce Ave",,MONTESANO,Washington,98563,"Dan  Winter",(360)249-3942,dwinter@monteschools.org,46.982512,-123.595317,0.9,range_interpolation,502,"E Spruce Ave",,,Montesano,WA,"Grays Harbor County",98563,US,"TIGER/Line® dataset from the US Census Bureau",WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
34801,"Capital Region ESD 113",21214,"Morton School District","PO BOX 1219",,MORTON,Washington,98356-0048,"John  Hannah",(360)496-5300,jhannah@morton.k12.wa.us,46.55844,-122.2751,0.5,place,1219,"PO Box",,,Morton,WA,"Lewis County",98356,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 20",20,ocd-division/country:us/state:wa/sldl:20,1,"Legislative District 20",20,ocd-division/country:us/state:wa/sldu:20,1
04801,"North Central Educational Service District 171",13161,"Moses Lake School District","1620 S Pioneer Way",,"MOSES LAKE",Washington,98837,"Monty  Sabin",(509)766-2650,msabin@mlsd161.org,47.111152,-119.259458,1,rooftop,1620,"S Pioneer Way",,,"Moses Lake",WA,"Grant County",98837,US,Grant,WA4,118th,"Legislative District 13",13,ocd-division/country:us/state:wa/sldl:13,1,"Legislative District 13",13,ocd-division/country:us/state:wa/sldu:13,1
34801,"Capital Region ESD 113",21206,"Mossyrock School District","PO BOX 478",,MOSSYROCK,Washington,98564-0478,"Larry L. Markuson",(360)983-3181,lmarkuson@mossyrockschools.org,46.50281,-122.468293,0.5,place,478,"PO Box",,,Mossyrock,WA,"Lewis County",98564,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 20",20,ocd-division/country:us/state:wa/sldl:20,1,"Legislative District 20",20,ocd-division/country:us/state:wa/sldu:20,1
39801,"Educational Service District 105",39209,"Mount Adams School District","PO BOX 578",,"WHITE SWAN",Washington,98952-0578,"Curt  Guaglianone",(509)874-2611,cguaglianone@masd209.org,46.38969,-120.7209,0.5,place,578,"PO Box",,,"White Swan",WA,"Yakima County",98952,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 14",14,ocd-division/country:us/state:wa/sldl:14,1,"Legislative District 14",14,ocd-division/country:us/state:wa/sldu:14,1
29801,"Northwest Educational Service District 189",37507,"Mount Baker School District","PO BOX 95",,DEMING,Washington,98244-0095,"Nick  Perigo",(360)383-2000,nperigo@mtbaker.wednet.edu,48.80177,-122.091834,0.5,place,95,"PO Box",,,Deming,WA,"Whatcom County",98244,US,"TIGER/Line® dataset from the US Census Bureau",WA2,118th,,,,,,,,
06801,"Educational Service District 112",30029,"Mount Pleasant School District","152 MARBLE RD",,WASHOUGAL,Washington,98671-7913,"Milton  Dennsion",(360)835-3371,Milt.Dennison@mtpleasantschool.org,45.563756,-122.229927,1,rooftop,152,"Marble Rd",,,Washougal,WA,"Skamania County",98671,US,Skamania,WA3,118th,"Legislative District 17",17,ocd-division/country:us/state:wa/sldl:17,1,"Legislative District 17",17,ocd-division/country:us/state:wa/sldu:17,1
29801,"Northwest Educational Service District 189",29320,"Mount Vernon School District","124 E LAWRENCE ST",,"MOUNT VERNON",Washington,98273-2999,"Ismael  Vivanco",(360)428-6181,ivivanco@mvsd320.org,48.423729,-122.334258,1,rooftop,124,"E Lawrence St",,,"Mount Vernon",WA,"Skagit County",98273,US,"Statewide WA",WA2,118th,"Legislative District 40",40,ocd-division/country:us/state:wa/sldl:40,1,"Legislative District 40",40,ocd-division/country:us/state:wa/sldu:40,1
OSPI,"Office of Superintendent of Public Instruction",17903,"Muckleshoot Indian Tribe","37502 152nd Ave SE",,Auburn,Washington,98092,"Eric  Wyand",(253)931-6709,Eric.Wyand@muckleshoot.com,47.265519,-122.137951,1,rooftop,37502,"152nd Ave SE",,,Auburn,WA,"King County",98092,US,King,WA8,118th,"Legislative District 31",31,ocd-division/country:us/state:wa/sldl:31,1,"Legislative District 31",31,ocd-division/country:us/state:wa/sldu:31,1
29801,"Northwest Educational Service District 189",31006,"Mukilteo School District","9401 SHARON DR",,EVERETT,Washington,98204-2699,"Alison  Brynelson",(425)356-1220,BrynelsonAX@mukilteo.wednet.edu,47.91293,-122.244734,1,rooftop,9401,"Sharon Dr",,,Everett,WA,"Snohomish County",98204,US,"Snohomish County",WA2,118th,"Legislative District 38",38,ocd-division/country:us/state:wa/sldl:38,1,"Legislative District 38",38,ocd-division/country:us/state:wa/sldu:38,1
39801,"Educational Service District 105",39003,"Naches Valley School District","PO BOX 99",,NACHES,Washington,98937-9744,"ROBERT  BOWMAN",(509)653-2220,RBOWMAN@NVSD.ORG,46.805796,-120.992096,0.5,place,99,"PO Box",,,Naches,WA,"Yakima County",98937,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 13",13,ocd-division/country:us/state:wa/sldl:13,0.868,"Legislative District 13",13,ocd-division/country:us/state:wa/sldu:13,0.868
34801,"Capital Region ESD 113",21014,"Napavine School District","PO BOX 840",,Napavine,Washington,98565-0840,"SHANE  SCHUTZ",(360)262-3303,sschutz@napavineschools.org,46.578315,-122.901965,0.5,place,840,"PO Box",,,Napavine,WA,"Lewis County",98565,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 20",20,ocd-division/country:us/state:wa/sldl:20,1,"Legislative District 20",20,ocd-division/country:us/state:wa/sldu:20,1
06801,"Educational Service District 112",25155,"Naselle-Grays River Valley School District","793 STATE ROUTE 4",,NASELLE,Washington,98638-8541,"Lisa  Nelson",(360)484-7121,lnelson@naselleschools.org,46.378119,-123.803966,1,rooftop,793,"State Rte 4",,,Naselle,WA,"Pacific County",98638,US,Pacific,WA3,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,1,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,1
04801,"North Central Educational Service District 171",24014,"Nespelem School District  ","PO BOX 291",,NESPELEM,Washington,99155-0291,"Effie  Dean",(509)634-4541,edean@nsdeagles.org,48.143441,-119.00938,0.5,place,291,"PO Box",,,Nespelem,WA,"Okanogan County",99155,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
32801,"Educational Service District 101",26056,"Newport School District","PO BOX 70",,NEWPORT,Washington,99156-0070,"David E. Smith","(509)447-3167 Ext.4501",smithdave@newportgriz.com,48.185849,-117.196815,0.5,place,70,"PO Box",,,Newport,WA,"Pend Oreille County",99156,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,0.896,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,0.896
32801,"Educational Service District 101",32325,"Nine Mile Falls School District","10110 W CHARLES RD",,"NINE MILE FALLS",Washington,99026-8623,"Jeffrey P Baerwald",(509)340-4303,JBaerwald@9mile.org,47.780776,-117.552507,1,rooftop,10110,"W Charles Rd",,,"Nine Mile Falls",WA,"Spokane County",99026,US,"Spokane (Spokane County CC BY-NC-SA 4.0)",WA5,118th,"Legislative District 6",6,ocd-division/country:us/state:wa/sldl:6,1,"Legislative District 6",6,ocd-division/country:us/state:wa/sldu:6,1
29801,"Northwest Educational Service District 189",37506,"Nooksack Valley School District","PO BOX 4307",,EVERSON,Washington,98247-9232,"  ",,,48.904384,-122.321834,0.45,place,4307,"PO Box",,,Everson,WA,"Whatcom County",98276,US,"TIGER/Line® dataset from the US Census Bureau",WA2,118th,"Legislative District 42",42,ocd-division/country:us/state:wa/sldl:42,1,"Legislative District 42",42,ocd-division/country:us/state:wa/sldu:42,1
34801,"Capital Region ESD 113",14064,"North Beach School District","PO BOX 159",,"OCEAN SHORES",Washington,98569-9563,"Richard  Zimmerman",(360)289-2447,rzimmerman@northbeachschools.org,47.071971,-124.152461,0.5,place,159,"PO Box",,,"Ocean Shores",WA,"Grays Harbor County",98569,US,"TIGER/Line® dataset from the US Census Bureau",WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
11801,"Educational Service District 123",11051,"North Franklin School District","PO BOX 829",,CONNELL,Washington,99326-0829,"Brian  Moore",(509)234-2021,bmoore@nfsd.org,46.590118,-118.897786,0.5,place,829,"PO Box",,,Connell,WA,"Franklin County",99326,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
18801,"Olympic Educational Service District 114",18400,"North Kitsap School District","18360 Caldart Ave NE",,Poulsbo,Washington,98370,"  ",,,47.729284,-122.627256,1,rooftop,18360,"Caldart Ave NE",,,Poulsbo,WA,"Kitsap County",98370,US,"Statewide WA",WA6,118th,"Legislative District 23",23,ocd-division/country:us/state:wa/sldl:23,1,"Legislative District 23",23,ocd-division/country:us/state:wa/sldu:23,1
18801,"Olympic Educational Service District 114",23403,"North Mason School District","250 East Campus Drive",,Belfair,Washington,98528,"Dana  Rosenbach",(360)277-2300,drosenbach@northmasonschools.org,47.414443,-122.840818,1,rooftop,250,"E Campus Dr",,,Belfair,WA,"Mason County",98528,US,Mason,WA6,118th,"Legislative District 35",35,ocd-division/country:us/state:wa/sldl:35,1,"Legislative District 35",35,ocd-division/country:us/state:wa/sldu:35,1
34801,"Capital Region ESD 113",25200,"North River School District","2867 N RIVER RD",,COSMOPOLIS,Washington,98537-9743,"rick  winters",(509)368-4270,rwinters@nr.k12.wa.us,46.77616,-123.484572,1,rooftop,2867,"N River Rd",,,Cosmopolis,WA,"Pacific County",98537,US,Pacific,WA3,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,1,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,1
34801,"Capital Region ESD 113",34003,"North Thurston Public Schools","305 COLLEGE ST NE",,LACEY,Washington,98516-5390,"Debra  Clemens",(360)412-4413,superintendent@nthurston.k12.wa.us,47.050974,-122.8242,1,rooftop,305,"College St NE",,,Lacey,WA,"Thurston County",98516,US,Thurston,WA10,118th,"Legislative District 22",22,ocd-division/country:us/state:wa/sldl:22,1,"Legislative District 22",22,ocd-division/country:us/state:wa/sldu:22,1
32801,"Educational Service District 101",33211,"Northport School District","404 10TH ST","PO Box 1280",NORTHPORT,Washington,99157-1280,"Don Patrick Baribault",(509)732-4430,dbaribault@northportschools.org,48.911586,-117.789933,1,rooftop,404,"10th St",,,Northport,WA,"Stevens County",99157,US,Stevens,WA5,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
17801,"Puget Sound Educational Service District 121",17417,"Northshore School District","3330 Monte Villa Parkway",,BOTHELL,Washington,98021-8972,"Michael  Tolley",(425)408-6000,mtolley@nsd.org,47.776907,-122.189814,1,rooftop,3330,"Monte Villa Pkwy",,,Bothell,WA,"Snohomish County",98021,US,"City of Bothell",WA1,118th,"Legislative District 1",1,ocd-division/country:us/state:wa/sldl:1,1,"Legislative District 1",1,ocd-division/country:us/state:wa/sldu:1,1
29801,"Northwest Educational Service District 189",15201,"Oak Harbor School District","350 S OAK HARBOR ST",,"OAK HARBOR",Washington,98277-5015,"Michelle  Kuss-Cybula",(360)279-5008,mkuss-cybula@ohsd.net,48.295862,-122.657039,1,rooftop,350,"S Oak Harbor St",,,"Oak Harbor",WA,"Island County",98277,US,Island,WA2,118th,"Legislative District 10",10,ocd-division/country:us/state:wa/sldl:10,1,"Legislative District 10",10,ocd-division/country:us/state:wa/sldu:10,1
32801,"Educational Service District 101",38324,"Oakesdale School District","PO BOX 228",,OAKESDALE,Washington,99158-0228,"Jake  Dingman",(509)285-5296,jdingman@gonighthawks.net,47.12823,-117.24268,0.5,place,228,"PO Box",,,Oakesdale,WA,"Whitman County",99158,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
34801,"Capital Region ESD 113",14400,"Oakville School District","PO BOX H",,OAKVILLE,Washington,98568-0090,"Richard  Staley",(360)273-0171,rstaley@oakvilleschools.org,46.866084,-123.283859,1,place,,,,,Oakville,WA,"Grays Harbor County",98568,US,"TIGER/Line® dataset from the US Census Bureau",WA6,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,1,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,1
06801,"Educational Service District 112",25101,"Ocean Beach School District","PO Box 778",,"Long Beach",Washington,98631-0778,"Amy  Huntley",(360)642-3739,amy.huntley@oceanbeachschools.org,46.35232,-124.054331,0.5,place,778,"PO Box",,,"Long Beach",WA,"Pacific County",98631,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,1,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,1
34801,"Capital Region ESD 113",14172,"Ocosta School District","2580 S MONTESANO ST",,WESTPORT,Washington,98595-9746,"Heather  Sweet","(360)268-9125 Ext.1000",hsweet@ocosta.org,46.861068,-124.100934,1,range_interpolation,2580,"S Montesano St",,,Westport,WA,"Grays Harbor County",98595,US,"TIGER/Line® dataset from the US Census Bureau",WA6,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,1,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,1
