ESDCode,ESDName,LEACode,LEAName,SchoolCode,SchoolName,LowestGrade,HighestGrade,AddressLine1,AddressLine2,City,State,ZipCode,PrincipalName,Email,Phone,OrgCategoryList,AYPCode,GradeCategory,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Congressional District,Congress,State Legislative District House Name,State Legislative District House Number,State Legislative District House OCD id,State Legislative District House Proportion,State Legislative District Senate Name,State Legislative District Senate Number,State Legislative District Senate OCD id,State Legislative District Senate Proportion
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4592,Newcastle Elementary School,K ,5,8400 136th Ave SE,,Newcastle,Washington,98059,Tod  Wood,woodt@issaquah.wednet.edu,425.837.5801," Public School, Regular School",P,Elementary School,47.526113,-122.159948,1,rooftop,8400,136th Ave SE,,,Newcastle,WA,King County,98059,US,City of Bellevue,WA9,118th,Legislative District 41,41,ocd-division/country:us/state:wa/sldl:41,1,Legislative District 41,41,ocd-division/country:us/state:wa/sldu:41,1
11801,Educational Service District 123,11001,Pasco School District,1970,Pasco Early Childhood,PK,PK,1215 W Lewis,,Pasco,Washington,99301-0000,Tracy  Wilson,twilson@psd1.org,509.543.6703," Public School, Regular School",P,PK Only,46.22823,-119.103443,1,rooftop,1215,W Lewis St,,,Pasco,WA,Franklin County,99301,US,Franklin,WA4,118th,Legislative District 15,15,ocd-division/country:us/state:wa/sldl:15,1,Legislative District 15,15,ocd-division/country:us/state:wa/sldu:15,1
39801,Educational Service District 105,39007,Yakima School District,4020,Yakima Valley Technical Skills Center,9,12,1120 S 18th St,,Yakima,Washington,98901,Bonnie  Smith,smith.bonnie@ysd7.org,509.573.5501," Public School, Vocational/technical school",V,High School,46.590177,-120.479448,1,rooftop,1120,S 18th St,,,Yakima,WA,Yakima County,98901,US,Yakima,WA4,118th,Legislative District 15,15,ocd-division/country:us/state:wa/sldl:15,1,Legislative District 15,15,ocd-division/country:us/state:wa/sldu:15,1
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,3522,International School,6,12,445 128th Ave SE,,Bellevue,Washington,98005,Russell  White,whiter@bsd405.org,425.456.6500," Alternative School, Public School",A,Other,47.604152,-122.171067,1,rooftop,445,128th Ave SE,,,Bellevue,WA,King County,98005,US,City of Bellevue,WA9,118th,Legislative District 48,48,ocd-division/country:us/state:wa/sldl:48,1,Legislative District 48,48,ocd-division/country:us/state:wa/sldu:48,1
17801,Puget Sound Educational Service District 121,17401,Highline School District,3553,Raisbeck Aviation High School,9,12,9229 East Marginal Way S,,Tukwila,Washington,98108,Therese  Tipton,Therese.Tipton@highlineschools.org,206.631.7200," Alternative School, Public School",A,High School,47.520739,-122.300267,1,rooftop,9229,E Marginal Way S,,,Tukwila,WA,King County,98108,US,King,WA9,118th,Legislative District 11,11,ocd-division/country:us/state:wa/sldl:11,1,Legislative District 11,11,ocd-division/country:us/state:wa/sldu:11,1
06801,Educational Service District 112,06037,Vancouver School District,3556,Vancouver Home Connection,K ,12,PO BOX 8937,,VANCOUVER,Washington,98668-8937,Deanna Lynn Hogan,deanna.hogan@vansd.org,360.313.4990," Alternative School, Public School",A,K-12,45.678996,-122.720499,0.5,place,8937,PO Box,,,Vancouver,WA,Clark County,98668,US,TIGER/Line® dataset from the US Census Bureau,WA3,118th,Legislative District 49,49,ocd-division/country:us/state:wa/sldl:49,1,Legislative District 49,49,ocd-division/country:us/state:wa/sldu:49,1
17801,Puget Sound Educational Service District 121,17401,Highline School District,1972,Innovation Heights Academy,9,12,11249 14th Ave S,,Burien,Washington,98168,Kevin  Takisaki,kevin.takisaki@highlineschools.org,206.631.7750," Alternative School, Public School",A,High School,47.501601,-122.315897,1,rooftop,11249,14th Ave S,,,Seattle,WA,King County,98168,US,City of Seattle,WA7,118th,Legislative District 34,34,ocd-division/country:us/state:wa/sldl:34,1,Legislative District 34,34,ocd-division/country:us/state:wa/sldu:34,1
17801,Puget Sound Educational Service District 121,17401,Highline School District,1973,Satellite High School,PK,12,18367 8th Ave S,,Seattle,Washington,98148-0000,Michael  Sita,michael.sita@highlineschools.org,206.631.7630," Public School, Special Education School",S,PK-12,47.437847,-122.325001,1,rooftop,18367,8th Ave S,,,Des Moines,WA,King County,98148,US,King,WA7,118th,Legislative District 33,33,ocd-division/country:us/state:wa/sldl:33,1,Legislative District 33,33,ocd-division/country:us/state:wa/sldu:33,1
11801,Educational Service District 123,11001,Pasco School District,4595,Maya Angelou Elementary,PK,5,6001 ROAD 84,,Pasco,Washington,99301-6763,Diana  Cissne,dcissne@psd1.org,509.543.6748," Public School, Regular School",P,Elementary School,46.281891,-119.199907,1,rooftop,6001,Rd 84,,,Pasco,WA,Franklin County,99301,US,Franklin,WA4,118th,Legislative District 8,8,ocd-division/country:us/state:wa/sldl:8,1,Legislative District 8,8,ocd-division/country:us/state:wa/sldu:8,1
32801,Educational Service District 101,32358,Freeman School District,4593,Freeman Middle School,6,8,14917 S Jackson Rd,,Rockford,Washington,99030,Jim  Straw,jstraw@freemansd.org,509.291.7301," Public School, Regular School",P,Middle School,47.51765,-117.194527,1,rooftop,14917,S Jackson Rd,,,Rockford,WA,Spokane County,99030,US,Spokane (Spokane County CC BY-NC-SA 4.0),WA5,118th,Legislative District 9,9,ocd-division/country:us/state:wa/sldl:9,1,Legislative District 9,9,ocd-division/country:us/state:wa/sldu:9,1
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,1975,Stella Schola,6,8,13505 NE 75th Street,,Redmond,Washington,98052-4032,Erin  Bowser,ebowser@lwsd.org,425.936.2460," Alternative School, Public School",A,Middle School,47.669402,-122.159713,1,rooftop,13505,NE 75th St,,,Redmond,WA,King County,98052,US,King,WA1,118th,Legislative District 48,48,ocd-division/country:us/state:wa/sldl:48,1,Legislative District 48,48,ocd-division/country:us/state:wa/sldu:48,1
32801,Educational Service District 101,10309,Republic School District,3559,Republic Middle School ,7,8,30306 E Highway 20 ,,Republic,Washington,99166-8746,John  Glenewinkel,jgwinkel@republic.wednet.edu,509.775.3173," Public School, Regular School",P,Middle School,48.642139,-118.726349,1,rooftop,30306,Highway 20 E,,,Republic,WA,Ferry County,99166,US,Ferry,WA5,118th,Legislative District 7,7,ocd-division/country:us/state:wa/sldl:7,1,Legislative District 7,7,ocd-division/country:us/state:wa/sldu:7,1
39801,Educational Service District 105,39202,Toppenish School District,4588,Valley View Elementary,K ,5,515 ZILLAH AVE,,TOPPENISH,Washington,98948-1485,Angela  Purdy,apurdy@toppenish.wednet.edu,509.865.8240," Public School, Regular School",P,Elementary School,46.383531,-120.302372,1,rooftop,515,Zillah Ave,,,Toppenish,WA,Yakima County,98948,US,Yakima,WA4,118th,Legislative District 14,14,ocd-division/country:us/state:wa/sldl:14,1,Legislative District 14,14,ocd-division/country:us/state:wa/sldu:14,1
29801,Northwest Educational Service District 189,31103,Monroe School District,4594,Fryelands Elementary,PK,5,15286 Fryelands Blvd.,,Monroe,Washington,98272,Jeffery  Presley,presleyj@monroe.wednet.edu,360.804.3400," Public School, Regular School",P,Elementary School,47.858809,-122.011786,1,rooftop,15286,Fryelands Blvd SE,,,Monroe,WA,Snohomish County,98272,US,Snohomish County,WA1,118th,Legislative District 12,12,ocd-division/country:us/state:wa/sldl:12,1,Legislative District 12,12,ocd-division/country:us/state:wa/sldu:12,1
04801,North Central Educational Service District 171,24105,Okanogan School District,1980,Okanogan Alternative High School,9,12,PO Box 592,,Omak,Washington,98841-0592,Roy  Johnson,rojohnson@oksd.wednet.edu,509.422.3629," Alternative School, Public School",5,High School,48.426942,-119.560672,0.5,place,592,PO Box,,,Omak,WA,Okanogan County,98841,US,TIGER/Line® dataset from the US Census Bureau,WA4,118th,Legislative District 7,7,ocd-division/country:us/state:wa/sldl:7,1,Legislative District 7,7,ocd-division/country:us/state:wa/sldu:7,1
39801,Educational Service District 105,13073,Wahluke School District,1981,Developmental Pre-School,PK,PK,PO Box 907,411 E. Saddle Mt. Drive,Mattawa,Washington,99349,Arturo  Lopez,alopez@wahluke.net,509.932.4433," Public School, Special Education School",S,PK Only,46.730957,-119.778257,0.5,place,907,PO Box,,,Mattawa,WA,Grant County,99349,US,TIGER/Line® dataset from the US Census Bureau,WA4,118th,Legislative District 15,15,ocd-division/country:us/state:wa/sldl:15,0.933,Legislative District 15,15,ocd-division/country:us/state:wa/sldu:15,0.933
29801,Northwest Educational Service District 189,37504,Lynden School District,1983,Lynden Academy,K ,12,1986 Main St Suite A ,,Lynden,Washington,98264,Ellie   Meenk,meenke@lynden.wednet.edu,360.354.6675," Alternative School, Public School",A,K-12,48.946793,-122.482573,1,rooftop,1986,Main St,Ste,A,Lynden,WA,Whatcom County,98264,US,City of Bellingham,WA2,118th,Legislative District 42,42,ocd-division/country:us/state:wa/sldl:42,1,Legislative District 42,42,ocd-division/country:us/state:wa/sldu:42,1
OSPI,Office of Superintendent of Public Instruction,17903,Muckleshoot Indian Tribe,1986,Muckleshoot Tribal School,K ,12,15209 SE 376TH ST,,Auburn,Washington,98092,Eric  Wyand,Eric.Wyand@muckleshoot.com,253.931.6709," Not Affiliated With District, Tribal School",Q,K-12,47.264255,-122.138098,1,rooftop,15209,SE 376th St,,,Auburn,WA,King County,98092,US,King,WA8,118th,Legislative District 31,31,ocd-division/country:us/state:wa/sldl:31,1,Legislative District 31,31,ocd-division/country:us/state:wa/sldu:31,1
39801,Educational Service District 105,19404,Cle Elum-Roslyn School District,1987,Swiftwater Learning Center,9,12,4244 BULLFROG ROAD,,Cle Elum,Washington,98922,Sarah  Houseberg,housebergs@cersd.org,509.649.4901," Alternative School, Public School",A,High School,47.205702,-120.979776,0.99,rooftop,4244   4244,Bullfrog Rd,,,Cle Elum,WA,Kittitas County,98922,US,Statewide WA,WA8,118th,Legislative District 13,13,ocd-division/country:us/state:wa/sldl:13,1,Legislative District 13,13,ocd-division/country:us/state:wa/sldu:13,1
29801,Northwest Educational Service District 189,29320,Mount Vernon School District,1992,Skagit Academy,K ,12,2001 Cleveland Ave,,Mount Vernon,Washington,98273,Kecia  Fox,kfox@mvsd320.org,360.428.6206," Alternative School, Public School",5,K-12,48.40557,-122.340269,1,rooftop,2001,Cleveland Ave,,,Mount Vernon,WA,Skagit County,98273,US,Statewide WA,WA2,118th,Legislative District 10,10,ocd-division/country:us/state:wa/sldl:10,1,Legislative District 10,10,ocd-division/country:us/state:wa/sldu:10,1
17801,Puget Sound Educational Service District 121,17401,Highline School District,1998,Head Start,PK,PK,9700 8th Avenue SW,,Seattle,Washington,98106,  ,,," Preschool, Public School",P,PK Only,47.516158,-122.344821,1,rooftop,9700,8th Ave SW,,,Seattle,WA,King County,98106,US,City of Seattle,WA7,118th,Legislative District 34,34,ocd-division/country:us/state:wa/sldl:34,1,Legislative District 34,34,ocd-division/country:us/state:wa/sldu:34,1
32801,Educational Service District 101,32356,Central Valley School District,5003,School to Life,12,12,15111 E Sprague Ave,Suite B,Spokane Valley,Washington,99037-8579,Kamiel  Youseph,kyouseph@cvsd.org,509.558.5952," Public School, Special Education School",S,High School,47.658336,-117.201167,1,rooftop,15111,E Sprague Ave,,,Spokane Valley,WA,Spokane County,99037,US,Spokane (Spokane County CC BY-NC-SA 4.0),WA5,118th,Legislative District 4,4,ocd-division/country:us/state:wa/sldl:4,1,Legislative District 4,4,ocd-division/country:us/state:wa/sldu:4,1
29801,Northwest Educational Service District 189,31401,Stanwood-Camano School District,5004,Saratoga School,K ,12,7600 272nd St NW,,Stanwood,Washington,98292-8043,RYAN  PIKE,rpike@stanwood.wednet.edu,360.629.1372," Alternative School, Public School",A,K-12,48.242473,-122.337068,1,rooftop,7600,272nd St NW,,,Stanwood,WA,Snohomish County,98292,US,Snohomish County,WA2,118th,Legislative District 10,10,ocd-division/country:us/state:wa/sldl:10,1,Legislative District 10,10,ocd-division/country:us/state:wa/sldu:10,1
06801,Educational Service District 112,06114,Evergreen School District (Clark),4587,Columbia Valley Elementary,PK,5,17500 SE Sequoia Cr,,Vancouver,Washington,98683,Leah  Torres,Leah.Torres@evergreenps.org,360.604.3375," Public School, Regular School",P,Elementary School,45.612872,-122.491453,1,rooftop,17500,SE Sequoia Cir,,,Vancouver,WA,Clark County,98683,US,Clark,WA3,118th,Legislative District 17,17,ocd-division/country:us/state:wa/sldl:17,1,Legislative District 17,17,ocd-division/country:us/state:wa/sldu:17,1
39801,Educational Service District 105,39208,West Valley School District (Yakima),5008,West Valley Preschool,PK,PK,3006 S Wiley Rd,,Yakima,Washington,98903-9720,SEASON  ALMASON,almasons@wvsd208.org,509.965.6062," Public School, Special Education School",S,PK Only,46.549603,-120.650364,1,rooftop,3006,S Wiley Rd,,,Yakima,WA,Yakima County,98903,US,Statewide WA,WA4,118th,Legislative District 14,14,ocd-division/country:us/state:wa/sldl:14,1,Legislative District 14,14,ocd-division/country:us/state:wa/sldu:14,1
29801,Northwest Educational Service District 189,31016,Arlington School District,5010,Haller Middle School,6,8,600 E. First,,Arlington,Washington,98223,Brooke  Howell,brooke.howell@asd16.org,360.618.6402," Public School, Regular School",P,Middle School,48.191377,-122.120493,1,rooftop,600,E 1st St,,,Arlington,WA,Snohomish County,98223,US,Snohomish County,WA1,118th,Legislative District 10,10,ocd-division/country:us/state:wa/sldl:10,1,Legislative District 10,10,ocd-division/country:us/state:wa/sldu:10,1
17801,Puget Sound Educational Service District 121,27344,Orting School District,5011,Orting Special Education,PK,PK,316 Washington Ave N,,Orting,Washington,98360,Christopher  Willis,willisc@orting.wednet.edu,360.893.6500," Public School, Special Education School",S,PK Only,47.100245,-122.20759,1,rooftop,316,Washington Ave N,,,Orting,WA,Pierce County,98360,US,Pierce,WA8,118th,Legislative District 2,2,ocd-division/country:us/state:wa/sldl:2,1,Legislative District 2,2,ocd-division/country:us/state:wa/sldu:2,1
OSPI,Office of Superintendent of Public Instruction,21926,Centralia College,3598,Garrett Heyns High School,8,12,P.O. Box 900,,Shelton,Washington,98584,Jacquie  Armstrong,jmarmstrong@doc1.wa.gov,360.427.4674, Institution,I,High School,47.263255,-123.159683,0.5,place,900,PO Box,,,Shelton,WA,Mason County,98584,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 35,35,ocd-division/country:us/state:wa/sldl:35,1,Legislative District 35,35,ocd-division/country:us/state:wa/sldu:35,1
39801,Educational Service District 105,20404,Goldendale School District,5012,Goldendale Support Service Center,PK,PK,820 S. SCHUSTER ST.,,GOLDENDALE,Washington,98620,Cindy  Barstow,cbarstow@gsd404.org,360.907.3230," Public School, Special Education School",S,PK Only,45.817049,-120.81738,0.95,range_interpolation,820,S Schuster Ave,,,Goldendale,WA,Klickitat County,98620,US,TIGER/Line® dataset from the US Census Bureau,WA4,118th,Legislative District 14,14,ocd-division/country:us/state:wa/sldl:14,1,Legislative District 14,14,ocd-division/country:us/state:wa/sldu:14,1
17801,Puget Sound Educational Service District 121,27001,Steilacoom Hist. School District,5013,Developmental Preschool ,PK,PK,511 Chambers Street,,Steilacoom,Washington,98388,Gudrun  Sullivan,gusullivan@steilacoom.k12.wa.us,253.983.2239," Public School, Regular School",P,PK Only,47.168803,-122.598559,1,rooftop,511,Chambers St,,,Steilacoom,WA,Pierce County,98388,US,Pierce,WA10,118th,Legislative District 28,28,ocd-division/country:us/state:wa/sldl:28,1,Legislative District 28,28,ocd-division/country:us/state:wa/sldu:28,1
34801,Capital Region ESD 113,34033,Tumwater School District,5014,New Market High School,10,12,7299 New Market Street SW,,Tumwater,Washington,98501,Matt  Ishler,matt.ishler@tumwater.k12.wa.us,360.570.4500," Alternative School, Public School",5,High School,46.982238,-122.914977,1,rooftop,7299,New Market St SW,,,Tumwater,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,5015,Cascade View Elementary School,K ,5,34816 SE Ridge Street,,Snoqualmie,Washington,98065,KATELYN  LONG,SITEADMIN@SVSD410.ORG,425.831.4100," Public School, Regular School",P,Elementary School,47.53249,-121.875817,1,rooftop,34816,SE Ridge St,,,Snoqualmie,WA,King County,98065,US,King,WA8,118th,Legislative District 5,5,ocd-division/country:us/state:wa/sldl:5,1,Legislative District 5,5,ocd-division/country:us/state:wa/sldu:5,1
17801,Puget Sound Educational Service District 121,17415,Kent School District,5016,Mill Creek Middle School,6,8,620 Central Ave N,,Kent,Washington,98032-4511,Matthew J Fiteny,Matthew.Fiteny@kent.k12.wa.us,253.373.7446," Public School, Regular School",P,Middle School,47.385694,-122.229656,1,rooftop,620,Central Ave N,,,Kent,WA,King County,98032,US,King,WA9,118th,Legislative District 33,33,ocd-division/country:us/state:wa/sldl:33,1,Legislative District 33,33,ocd-division/country:us/state:wa/sldu:33,1
34801,Capital Region ESD 113,34002,Yelm School District,5018,Lackamas Elementary,PK,5,PO Box 476,,Yelm,Washington,98597,STARLA  WATSON,STARLA_WATSON@YCS.WEDNET.EDU,360.894.6003," Public School, Regular School",P,Elementary School,46.882364,-122.562689,0.5,place,476,PO Box,,,Yelm,WA,Thurston County,98597,US,TIGER/Line® dataset from the US Census Bureau,WA3,118th,Legislative District 20,20,ocd-division/country:us/state:wa/sldl:20,0.484,Legislative District 20,20,ocd-division/country:us/state:wa/sldu:20,0.484
39801,Educational Service District 105,39007,Yakima School District,5019,Discovery Early Learning Center,PK,PK,2810 Castlevale Road ,,Yakima,Washington,98902,Lucas  Jaeger,jaeger.lucas@ysd7.org,509.573.5401," Public School, Special Education School",S,PK Only,46.612255,-120.546463,1,rooftop,2810,Castlevale Rd,,,Yakima,WA,Yakima County,98902,US,Yakima,WA4,118th,Legislative District 14,14,ocd-division/country:us/state:wa/sldl:14,1,Legislative District 14,14,ocd-division/country:us/state:wa/sldu:14,1
11801,Educational Service District 123,11001,Pasco School District,5020,Virgie Robinson Elementary,PK,5,125 S. Wehe Ave,,Pasco,Washington,99301,Wendi  Manthei,wmanthei@psd1.org,509.543.6086," Public School, Regular School",P,Elementary School,46.233349,-119.074344,1,rooftop,125,S Wehe Ave,,,Pasco,WA,Franklin County,99301,US,Franklin,WA4,118th,Legislative District 15,15,ocd-division/country:us/state:wa/sldl:15,1,Legislative District 15,15,ocd-division/country:us/state:wa/sldu:15,1
29801,Northwest Educational Service District 189,37503,Blaine School District,5021,Blaine Home Connection,K ,8,765 H Street,,Blaine,Washington,98230,Dawn  Cottnair,dcottnair@blainesd.org,360.332.8182," Alternative School, Public School",A,Other,48.993777,-122.742181,1,rooftop,765,H St,,,Blaine,WA,Whatcom County,98230,US,City of Bellingham,WA2,118th,Legislative District 42,42,ocd-division/country:us/state:wa/sldl:42,1,Legislative District 42,42,ocd-division/country:us/state:wa/sldu:42,1
17801,Puget Sound Educational Service District 121,27320,Sumner-Bonney Lake School District,4585,Bonney Lake High School,9,12,10920 199th Ave Ct E,,Bonney Lake,Washington,98391,Anthony  Clarke,anthony_clarke@sumnersd.org,253.891.5700," Public School, Regular School",P,High School,47.15937,-122.168827,1,rooftop,10920,199th Ave Ct E,,,Bonney Lake,WA,Pierce County,98391,US,Pierce,WA8,118th,Legislative District 31,31,ocd-division/country:us/state:wa/sldl:31,1,Legislative District 31,31,ocd-division/country:us/state:wa/sldu:31,1
06801,Educational Service District 112,08122,Longview School District,4574,Mt. Solo Middle School,6,8,5300 Mt. Solo Road,,Longview,Washington,98632,Jarl A Opgrande,jopgrande@longview.k12.wa.us,360.575.2800," Public School, Regular School",P,Middle School,46.164543,-123.019559,1,rooftop,5300,Mt Solo Rd,,,Longview,WA,Cowlitz County,98632,US,Cowlitz,WA3,118th,Legislative District 19,19,ocd-division/country:us/state:wa/sldl:19,1,Legislative District 19,19,ocd-division/country:us/state:wa/sldu:19,1
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,5027,Harrison Prep School,6,12,9103 Lakewood Dr SW,,Lakewood,Washington,98499,Kevin  Rupprecht,krupprec@cloverpark.k12.wa.us,253.583.5418," Public School, Regular School",P,Other,47.175083,-122.506673,1,rooftop,9103,Lakewood Dr SW,,,Lakewood,WA,Pierce County,98499,US,Pierce,WA10,118th,Legislative District 28,28,ocd-division/country:us/state:wa/sldl:28,1,Legislative District 28,28,ocd-division/country:us/state:wa/sldu:28,1
17801,Puget Sound Educational Service District 121,17401,Highline School District,5028,Big Picture School,6,12,440 S 186th St,,Burien,Washington,98148,Frederick  Butts,Frederick.Butts@highlineschools.org,206.631.7700," Alternative School, Public School",A,Other,47.436934,-122.327571,1,rooftop,440,S 186th St,,,Seattle,WA,King County,98148,US,King,WA7,118th,Legislative District 33,33,ocd-division/country:us/state:wa/sldl:33,1,Legislative District 33,33,ocd-division/country:us/state:wa/sldu:33,1
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,5029,Sequoyah Middle School,6,8,3425 S 360th ST,,Auburn,Washington,98001-9339,Sara  Jackson,sajackso@fwps.org,253.945.3670," Public School, Regular School",P,Middle School,47.277939,-122.288401,1,rooftop,3425,S 360th St,,,Auburn,WA,King County,98001,US,King,WA9,118th,Legislative District 30,30,ocd-division/country:us/state:wa/sldl:30,1,Legislative District 30,30,ocd-division/country:us/state:wa/sldu:30,1
18801,Olympic Educational Service District 114,05313,Crescent School District,5030,HomeConnection,K ,12,PO Box 20,,Joyce,Washington,98343,David  Bingham,daveb@crescent.wednet.edu,360.928.3311," Alternative School, Public School",5,K-12,48.138272,-123.729934,0.5,place,20,PO Box,,,Joyce,WA,Clallam County,98343,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14077,Taholah School District,5032,Taholah Elementary & Middle School,K ,8,PO Box 249,,Taholah,Washington,98587-0249,Rick  Winters,rwinters@taholah.org,360.276.4780," Public School, Regular School",P,Other,47.3374,-124.27877,0.5,place,249,PO Box,,,Taholah,WA,Grays Harbor County,98587,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
17801,Puget Sound Educational Service District 121,27403,Bethel School District,5033,Graham Kapowsin High School,9,12,22100 108th Ave E,,Graham,Washington,98338,Matt  Yarkosky,myarkosky@bethelsd.org,253.800.6100," Public School, Regular School",P,High School,47.057508,-122.286772,1,rooftop,22100,108th Ave E,,,Graham,WA,Pierce County,98338,US,Pierce,WA8,118th,Legislative District 2,2,ocd-division/country:us/state:wa/sldl:2,1,Legislative District 2,2,ocd-division/country:us/state:wa/sldu:2,1
29801,Northwest Educational Service District 189,15204,Coupeville School District,5034,Toddler Learning Center,PK,PK,PO Box 633,,Oak Harbor,Washington,98277-0633,Toni  Kotschwar,toddler@whidbey.net,(360) 679-1039," Public School, Special Education School",S,PK Only,48.319858,-122.629353,0.5,place,633,PO Box,,,Oak Harbor,WA,Island County,98277,US,TIGER/Line® dataset from the US Census Bureau,WA2,118th,Legislative District 10,10,ocd-division/country:us/state:wa/sldl:10,1,Legislative District 10,10,ocd-division/country:us/state:wa/sldu:10,1
32801,Educational Service District 101,32360,Cheney School District,5035,HomeWorks,K ,12,520 4th Street,,Cheney,Washington,99004,Shannon  Lawson,slawson@cheneysd.org,509.559.4590," Alternative School, Public School",A,K-12,47.489509,-117.577734,1,rooftop,520,4th St,,,Cheney,WA,Spokane County,99004,US,Spokane (Spokane County CC BY-NC-SA 4.0),WA5,118th,Legislative District 9,9,ocd-division/country:us/state:wa/sldl:9,1,Legislative District 9,9,ocd-division/country:us/state:wa/sldu:9,1
17801,Puget Sound Educational Service District 121,17408,Auburn School District,5037,Auburn Mountainview High School,9,12,28900 124th AVE SE,,Auburn,Washington,98092-3101,Terri  Herren,therren@auburn.wednet.edu,253.804.4539," Public School, Regular School",P,High School,47.341981,-122.171873,1,rooftop,28900,124th Ave SE,,,Auburn,WA,King County,98092,US,King,WA8,118th,Legislative District 47,47,ocd-division/country:us/state:wa/sldl:47,1,Legislative District 47,47,ocd-division/country:us/state:wa/sldu:47,1
29801,Northwest Educational Service District 189,31103,Monroe School District,5040,Park Place Middle School,6,8,1408 West Main Street,,Monroe,Washington,98272,Terry  Cheshire,cheshiret@monroe.wednet.edu,360.804.4300," Public School, Regular School",P,Middle School,47.850283,-121.988932,1,rooftop,1408,W Main St,,,Monroe,WA,Snohomish County,98272,US,Snohomish County,WA1,118th,Legislative District 12,12,ocd-division/country:us/state:wa/sldl:12,1,Legislative District 12,12,ocd-division/country:us/state:wa/sldu:12,1
32801,Educational Service District 101,32356,Central Valley School District,5043,Central Valley Early Learning Center,PK,PK,15111 E Sprague Ave,Suite C,Spokane Valley,Washington,99206-6944,Barb  Sattler,bsattler@cvsd.org,509.228.5810," Public School, Special Education School",S,PK Only,47.658336,-117.201167,0.8,rooftop,15111,E Sprague Ave,,,Spokane Valley,WA,Spokane County,99037,US,Spokane (Spokane County CC BY-NC-SA 4.0),WA5,118th,Legislative District 4,4,ocd-division/country:us/state:wa/sldl:4,1,Legislative District 4,4,ocd-division/country:us/state:wa/sldu:4,1
17801,Puget Sound Educational Service District 121,27416,White River School District,5045,White River Special Ed Services,PK,K ,P. O. Box 2050,,Buckley,Washington,98321,Molly  Lutz,mlutz@whiteriver.wednet.edu,360.829.3952," Public School, Special Education School",S,Elementary School,47.152347,-122.079177,1,place,,,,,Buckley,WA,Pierce County,98321,US,TIGER/Line® dataset from the US Census Bureau,WA8,118th,Legislative District 31,31,ocd-division/country:us/state:wa/sldl:31,1,Legislative District 31,31,ocd-division/country:us/state:wa/sldu:31,1
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,5046,Private School Services,PK,12,PO BOX 34165,MS-31-720,Seattle,Washington,98124-1165,Michaela  Clancy,cmclancy@seattleschools.org,206.252.0054," Public School, Special Education School",S,PK-12,47.610902,-122.336422,0.5,place,34165,PO Box,,,Seattle,WA,King County,98124,US,TIGER/Line® dataset from the US Census Bureau,WA7,118th,Legislative District 43,43,ocd-division/country:us/state:wa/sldl:43,1,Legislative District 43,43,ocd-division/country:us/state:wa/sldu:43,1
29801,Northwest Educational Service District 189,37505,Meridian School District,5047,Meridian Parent Partnership Program,K ,8,240 W Laurel Rd,,Bellingham,Washington,98226,MICHELLE  SIADAL,msiadal@meridian.wednet.edu,360.398.9324," Alternative School, Public School",5,Other,48.855348,-122.493034,1,rooftop,240,W Laurel Rd,,,Bellingham,WA,Whatcom County,98226,US,City of Bellingham,WA2,118th,Legislative District 42,42,ocd-division/country:us/state:wa/sldl:42,1,Legislative District 42,42,ocd-division/country:us/state:wa/sldu:42,1
39801,Educational Service District 105,39201,Sunnyside School District,5049,Sierra Vista Middle School,6,8,916 N. 16 Street,,Sunnyside,Washington,98944,Julie  Perez,julie.perez@sunnysideschools.org,509.836.8500," Public School, Regular School",P,Middle School,46.335499,-119.997656,1,rooftop,916,N 16th St,,,Sunnyside,WA,Yakima County,98944,US,Yakima,WA4,118th,Legislative District 15,15,ocd-division/country:us/state:wa/sldl:15,1,Legislative District 15,15,ocd-division/country:us/state:wa/sldu:15,1
17801,Puget Sound Educational Service District 121,17408,Auburn School District,5051,Lakeland Hills Elementary,PK,5,1020 Evergreen Way SE,,AUBURN,Washington,98092-8019,Colleen  Barlow,cbarlow@auburn.wednet.edu,253.876.7711," Public School, Regular School",P,Elementary School,47.254327,-122.215468,1,rooftop,1020,Evergreen Way SE,,,Auburn,WA,Pierce County,98092,US,King,WA10,118th,Legislative District 31,31,ocd-division/country:us/state:wa/sldl:31,1,Legislative District 31,31,ocd-division/country:us/state:wa/sldu:31,1
